|SizeOfCode|AddressOfEntryPoint|SizeOfImage
80380|120320|61578|528384
80381|37888|40000|90112
80382|117248|58650|520192
80383|116224|57436|524288
80384|165888|120203|860160
80385|105984|15180|761856
80386|7680|5339|327680
80387|120320|61578|528384
80388|120320|61578|528384
80389|24064|12538|241664
80390|119808|61532|528384
80391|7680|5339|348160
80392|119808|61532|528384
80393|120320|61578|528384
80394|77824|60850|221184
80395|120320|61658|528384
80396|49152|51152|1114112
80397|7680|5339|335872
80398|431104|261888|712704
80399|120320|61562|528384
80400|37888|40000|81920
80401|88576|21453|180224
80402|120320|61578|528384
80403|118784|59930|520192
80404|117760|58906|520192
80405|118784|59882|520192
80406|105984|68299|180224
80407|12288|12908|36864
80408|120320|61658|528384
80409|31232|5491|331776
80410|24064|12538|241664
80411|37888|39956|364544
80412|117248|58650|520192
80413|747520|755406|1024000
80414|120320|61578|528384
80415|7680|5339|339968
80416|22016|29886|49152
80417|119808|61156|524288
80418|24064|12538|602112
80419|40960|226320|262144
80420|72192|46208|176128
80421|120320|61578|528384
80422|119296|60202|524288
80423|382464|5308416|5312512
80424|37452|221239|323584
80425|7680|5339|339968
80426|37888|40000|81920
80427|7680|4096|372736
80428|120320|61562|528384
80429|37888|40000|81920
80430|119808|61532|528384
80431|792064|643556|2076672
80432|46592|10927|110592
80433|39424|25692|1224704
80434|105984|12165|872448
80435|153088|120616|335872
80436|23552|13012|188416
80437|31232|5491|331776
80438|37888|40000|90112
80439|117760|58906|520192
80440|118784|59901|532480
80441|74752|44167|221184
80442|118784|59930|520192
80443|118784|59866|520192
80444|28672|14819|3977216
80445|27136|35118|57344
80446|120320|61578|528384
80447|28672|14819|8708096
80448|117760|58906|520192
80449|120320|61578|528384
80450|118784|59901|532480
80451|118784|59930|520192
80452|74752|44167|221184
80453|120320|61578|528384
80454|25600|13643|5222400
80455|120320|61578|528384
80456|118784|59914|520192
80457|30720|14348|270336
80458|117760|59226|524288
80459|110080|16127|507904
80460|7680|5339|339968
80461|524288|1416352|1445888
80462|120320|61562|528384
80463|117248|58538|520192
80464|120320|61578|528384
80465|116224|57436|524288
80466|119808|61532|528384
80467|118784|59901|532480
80468|120320|61578|528384
80469|205312|121579|450560
80470|905216|1081992|1155072
80471|118272|59610|516096
80472|20992|14584|794624
80473|120320|61562|528384
80474|75776|79716|10612736
80475|61440|222832|229376
80476|31232|5494|331776
80477|119808|61532|528384
80478|7680|5339|348160
80479|353792|182704|630784
80480|119296|60696|524288
80481|7680|5339|348160
80482|120320|61578|528384
80483|64512|11974|339968
80484|1095680|357802|2035712
80485|116224|57436|524288
80486|118272|59610|516096
80487|36864|23868|299008
80488|120320|61562|528384
80489|118784|59882|520192
80490|29184|14764|221184
80491|114688|50951|172032
80492|174592|182526|229376
80493|24064|12538|262144
80494|552960|1148640|1179648
80495|119808|61532|528384
80496|119808|61532|528384
80497|24064|12538|241664
80498|120320|61562|528384
80499|116224|57436|524288
80500|24064|12538|2334720
80501|104960|4096|225280
80502|120320|61562|528384
80503|116224|57436|524288
80504|119808|61532|528384
80505|24064|12538|602112
80506|120320|61578|528384
80507|23040|12491|2740224
80508|276480|197969|466944
80509|64512|12342|339968
80510|119808|61252|524288
80511|24064|12538|290816
80512|102400|12013|712704
80513|225280|622992|655360
80514|23040|12491|2740224
80515|118784|59882|520192
80516|7680|5339|327680
80517|119808|61532|528384
80518|152064|119624|557056
80519|13824|6189|151552
80520|266240|228592|348160
80521|7680|5339|339968
80522|99328|8924|1400832
80523|279552|200673|479232
80524|28672|14819|8691712
80525|36864|39116|94208
80526|111616|19956|647168
80527|58368|35972|159744
80528|120320|61658|528384
80529|120320|61562|528384
80530|117760|58906|520192
80531|113664|24735|851968
80532|120320|61562|528384
80533|111616|19956|872448
80534|1095680|357802|2031616
80535|120320|61658|528384
80536|120320|61562|528384
80537|120320|61578|528384
80538|119808|60842|548864
80539|37888|40000|81920
80540|117760|58906|520192
80541|120320|61578|528384
80542|30720|14348|270336
80543|31232|5494|331776
80544|88576|21453|180224
80545|120320|61578|528384
80546|7680|5339|335872
80547|120320|61562|528384
80548|74752|44167|221184
80549|82944|21101|159744
80550|111616|19956|872448
80551|512|4160|86016
80552|7680|5339|348160
80553|120832|62541|528384
80554|118272|59610|516096
80555|64000|10482|262144
80556|7680|5339|327680
80557|29184|14764|221184
80558|7680|5339|327680
80559|37888|40000|110592
80560|309760|302328|1200128
80561|120320|61562|528384
80562|120320|61658|528384
80563|3072|6826|319488
80564|117760|58906|520192
80565|49152|151168|167936
80566|31232|5491|331776
80567|120320|61562|528384
80568|23552|13115|339968
80569|119808|61532|528384
80570|35328|17191|233472
80571|28672|14819|3977216
80572|117760|58906|520192
80573|66560|221676|253952
80574|3133440|8229520|8253440
80575|119808|61252|524288
80576|119296|60202|524288
80577|118784|59802|520192
80578|120320|61658|528384
80579|120320|61578|528384
80580|7680|5339|344064
80581|82944|21101|159744
80582|119808|61532|528384
80583|40448|42488|81920
80584|7680|5339|335872
80585|120320|61578|528384
80586|23552|12945|270336
80587|71680|32651|139264
80588|119808|61532|528384
80589|118272|59610|516096
80590|120320|61562|528384
80591|116224|57436|524288
80592|119808|61532|528384
80593|353792|182704|630784
80594|29184|14764|221184
80595|13824|6829|159744
80596|64000|10482|253952
80597|119808|61252|524288
80598|118784|59850|520192
80599|64512|13677|339968
80600|29184|14764|221184
80601|117248|58650|520192
80602|117248|58650|520192
80603|120320|61578|528384
80604|119296|60202|524288
80605|37888|40000|81920
80606|120320|61562|528384
80607|12288|13582|77824
80608|119808|61532|528384
80609|120320|61562|528384
80610|24064|12721|409600
80611|37888|40000|81920
80612|24064|12721|409600
80613|119808|61532|528384
80614|417792|347453|716800
80615|118784|59930|520192
80616|43520|51278|139264
80617|8192|73728|106496
80618|37888|39716|81920
80619|117248|58650|520192
80620|3072|4213|53248
80621|37888|39716|81920
80622|117248|58650|520192
80623|225280|622992|655360
80624|120320|61658|528384
80625|117248|58650|520192
80626|81920|4096|131072
80627|118272|59610|516096
80628|118272|59610|516096
80629|119808|61532|528384
80630|648704|536991|954368
80631|118784|59930|520192
80632|7680|5339|335872
80633|120320|61658|528384
80634|19456|4144|90112
80635|70656|15741|217088
80636|118784|59901|532480
80637|119808|61532|528384
80638|116224|57436|524288
80639|88576|21453|180224
80640|119808|61532|528384
80641|24064|12538|241664
80642|7680|5339|339968
80643|24064|12538|315392
80644|120320|61562|528384
80645|120320|61578|528384
80646|119808|61532|528384
80647|118784|59901|532480
80648|30720|14348|270336
80649|206336|123611|442368
80650|113664|24735|851968
80651|97792|101112|155648
80652|113664|24735|851968
80653|7680|5339|335872
80654|120320|61658|528384
80655|120320|61562|528384
80656|116224|57436|524288
80657|7680|5339|339968
80658|110080|16127|507904
80659|28672|14819|3977216
80660|23552|12945|344064
80661|29184|14764|221184
80662|120320|61578|528384
80663|29184|14764|221184
80664|88576|21453|180224
80665|23040|12491|1400832
80666|116224|57436|524288
80667|112640|15735|835584
80668|120320|61578|528384
80669|165888|120203|1024000
80670|118784|59786|532480
80671|106496|68939|180224
80672|120320|61578|528384
80673|117248|58650|520192
80674|41472|9921|532480
80675|120320|61562|528384
80676|119808|61532|528384
80677|120320|61578|528384
80678|74752|44167|221184
80679|7680|5339|339968
80680|120320|61658|528384
80681|28672|14819|3977216
80682|120320|61578|528384
80683|550168|4672|661800
80684|7680|5339|339968
80685|7680|5339|339968
80686|119808|61532|528384
80687|7680|5339|335872
80688|117248|58650|520192
80689|206336|123611|442368
80690|117760|58906|520192
80691|118272|59466|524288
80692|7680|5339|339968
80693|118784|59930|520192
80694|119808|61532|528384
80695|70656|15741|163840
80696|636416|480396|1212416
80697|29184|14764|221184
80698|31232|5494|331776
80699|120320|61578|528384
80700|29184|14764|221184
80701|113664|24735|851968
80702|105984|68299|180224
80703|113664|121342|139264
80704|7680|5339|335872
80705|233984|93120|1531904
80706|118784|59882|520192
80707|27136|4632|131072
80708|116224|57436|524288
80709|117760|58906|520192
80710|120320|61658|528384
80711|119808|61532|528384
80712|30720|14348|270336
80713|118784|59930|520192
80714|7680|5339|327680
80715|117760|58906|520192
80716|113664|24735|851968
80717|120320|61658|528384
80718|37888|40000|81920
80719|117248|58650|520192
80720|74752|44167|212992
80721|118784|59901|532480
80722|119808|60858|524288
80723|119808|61532|528384
80724|118272|59610|516096
80725|102400|12013|712704
80726|7680|5339|339968
80727|37888|39808|131072
80728|7680|5339|339968
80729|120320|61578|528384
80730|28672|14819|8708096
80731|119808|61252|524288
80732|118272|59610|516096
80733|29184|14764|221184
80734|119808|61532|528384
80735|184320|233248|253952
80736|120320|61578|528384
80737|64512|11974|339968
80738|119808|61532|528384
80739|119808|61204|524288
80740|7680|5339|348160
80741|120320|61658|528384
80742|7680|5339|339968
80743|279552|200673|479232
80744|67584|42929|516096
80745|120320|61562|528384
80746|7680|5339|344064
80747|28672|14819|8716288
80748|23040|12491|2740224
80749|4136960|9227216|9248768
80750|120320|61578|528384
80751|29184|14764|221184
80752|113664|24735|851968
80753|106496|18221|1310720
80754|1228288|968713|2490368
80755|117248|58650|520192
80756|88576|21373|180224
80757|29184|14764|221184
80758|47616|49600|98304
80759|120320|61658|528384
80760|94208|97760|139264
80761|24064|12538|2334720
80762|120320|61578|528384
80763|7680|5339|335872
80764|113664|24735|851968
80765|29184|14764|221184
80766|28672|14819|8413184
80767|120320|61658|528384
80768|111616|19956|585728
80769|24064|12538|241664
80770|47616|49600|98304
80771|120320|61562|528384
80772|475648|319769|856064
80773|119808|61532|528384
80774|7680|4096|364544
80775|35328|39229|114688
80776|104960|42629|159744
80777|119808|61532|528384
80778|120320|61578|528384
80779|27648|35614|57344
80780|119808|61532|528384
80781|8192|4161|24576
80782|120320|61578|528384
80783|65024|70588|126976
80784|37888|40000|81920
80785|118272|59370|516096
80786|3584|6881|98304
80787|23040|12491|1384448
80788|116224|57436|524288
80789|117248|58650|520192
80790|113664|24735|851968
80791|120320|61562|528384
80792|24064|12555|290816
80793|23552|12860|212992
80794|120320|61578|528384
80795|37888|40000|81920
80796|118784|59930|520192
80797|111104|19748|700416
80798|112128|11330|626688
80799|47616|49600|98304
80800|29184|14764|221184
80801|119808|61532|528384
80802|120320|61562|528384
80803|120320|61562|528384
80804|113664|24735|851968
80805|114688|118234|225280
80806|113664|24735|851968
80807|31232|5491|331776
80808|120320|61562|528384
80809|102400|12013|712704
80810|113664|24735|851968
80811|111616|22731|593920
80812|113664|24735|851968
80813|118784|60132|520192
80814|117248|58650|520192
80815|37888|40000|81920
80816|118784|59901|532480
80817|119808|61532|528384
80818|111616|22731|593920
80819|101888|103471|172032
80820|120320|61578|528384
80821|118784|60132|520192
80822|37888|40000|81920
80823|117248|58650|520192
80824|46592|48776|94208
80825|120320|61578|528384
80826|120320|61562|528384
80827|120320|61658|528384
80828|120320|61578|528384
80829|120320|61578|528384
80830|64000|10482|262144
80831|641024|485196|1220608
80832|1503232|4145153|4173824
80833|18432|20864|36864
80834|116224|57436|524288
80835|29184|14764|221184
80836|37888|40000|81920
80837|122368|53634|487424
80838|4096|4687|24576
80839|119808|61532|528384
80840|116224|57436|524288
80841|24064|12538|241664
80842|118272|59610|516096
80843|117248|58650|520192
80844|118784|59930|520192
80845|524288|1416352|1445888
80846|120320|61562|528384
80847|117248|58650|520192
80848|120320|61578|528384
80849|99328|8924|1400832
80850|120320|61578|528384
80851|29184|14764|221184
80852|0|1458403|1484265
80853|7680|5339|348160
80854|25600|5101|253952
80855|23552|12825|192512
80856|120320|61562|528384
80857|153088|120616|339968
80858|120320|61562|528384
80859|165888|120203|860160
80860|111616|22731|593920
80861|117248|58650|520192
80862|4136960|9227216|9248768
80863|110592|10010|458752
80864|83968|21885|311296
80865|102400|12013|712704
80866|35328|31539|507904
80867|118784|59930|520192
80868|73728|25745|233472
80869|120320|61578|528384
80870|520192|1401936|1433600
80871|118272|59610|516096
80872|117760|58826|520192
80873|118272|59610|516096
80874|40448|42488|81920
80875|120320|61658|528384
80876|120320|61578|528384
80877|119808|61532|528384
80878|429056|233422|606208
80879|3133440|8229520|8253440
80880|118784|59882|520192
80881|7680|5339|335872
80882|110080|16127|507904
80883|7680|4096|376832
80884|36864|39116|94208
80885|53248|51141|102400
80886|119808|61532|528384
80887|431104|261888|712704
80888|118272|59466|524288
80889|120320|61658|528384
80890|120320|61562|528384
80891|118784|59802|520192
80892|70656|15741|217088
80893|70656|15741|217088
80894|37888|40000|81920
80895|83968|21885|311296
80896|102400|4696|114688
80897|119808|61532|528384
80898|64000|10482|262144
80899|118784|59850|520192
80900|120320|61658|528384
80901|4136960|9227216|9248768
80902|120320|61562|528384
80903|120320|61562|528384
80904|83968|21885|311296
80905|30720|14348|270336
80906|40448|42488|86016
80907|70656|15741|217088
80908|47616|49600|98304
80909|119808|61532|528384
80910|552448|409708|978944
80911|104960|67755|180224
80912|119808|61532|528384
80913|117248|58650|520192
80914|23552|12945|200704
80915|49152|175792|217088
80916|7680|5339|339968
80917|120320|61578|528384
80918|120320|61658|528384
80919|64000|10482|253952
80920|133120|69915|221184
80921|32768|162640|167936
80922|113664|24735|851968
80923|119808|61532|528384
80924|37888|40000|81920
80925|7680|5339|335872
80926|117248|58650|520192
80927|72192|75840|110592
80928|7680|5339|339968
80929|118784|59786|520192
80930|120320|61578|528384
80931|120320|61562|528384
80932|28672|14819|8413184
80933|64512|13677|339968
80934|120320|61578|528384
80935|117248|58650|520192
80936|118784|59914|520192
80937|193024|109585|339968
80938|119808|61532|528384
80939|119808|61532|528384
80940|120320|61578|528384
80941|119808|61532|528384
80942|102400|12013|712704
80943|23552|12825|192512
80944|64000|10482|253952
80945|117760|58906|520192
80946|120320|61562|528384
80947|23552|12577|208896
80948|417792|1054304|1101824
80949|120320|61578|528384
80950|119808|61532|528384
80951|116224|57436|524288
80952|7680|5339|348160
80953|24064|12721|409600
80954|118784|59802|520192
80955|7680|5339|344064
80956|116224|57436|524288
80957|37888|40000|81920
80958|35328|8274|102400
80959|119808|61300|524288
80960|120320|61562|528384
80961|37888|40000|81920
80962|119808|61532|528384
80963|119808|61532|528384
80964|23552|12825|192512
80965|120320|61562|528384
80966|74752|44167|221184
80967|112640|15735|835584
80968|118784|59786|520192
80969|37888|40000|81920
80970|7680|5339|327680
80971|5120|7334|45056
80972|1035776|336013|1806336
80973|118272|59610|516096
80974|112640|120494|139264
80975|31232|5491|331776
80976|120320|61562|528384
80977|117248|58650|520192
80978|37888|40000|90112
80979|28672|14819|8691712
80980|120320|61658|528384
80981|120320|61578|528384
80982|118784|60132|520192
80983|118784|59882|520192
80984|118272|59610|516096
80985|111616|19956|647168
80986|120320|61562|528384
80987|234496|130838|368640
80988|69632|4520|81920
80989|7680|5339|327680
80990|37888|40000|81920
80991|13824|6063|151552
80992|24576|114064|118784
80993|29184|14764|221184
80994|119808|61532|528384
80995|648704|536991|954368
80996|117248|58650|520192
80997|119808|60842|548864
80998|47616|49600|98304
80999|74752|44167|208896
81000|117248|58650|520192
81001|524288|1416352|1445888
81002|102400|12013|712704
81003|99328|8924|1400832
81004|120320|61562|528384
81005|113664|24735|851968
81006|64000|10482|253952
81007|7680|5339|339968
81008|193024|109585|339968
81009|120320|61658|528384
81010|118272|59610|516096
81011|119808|61532|528384
81012|113664|24735|851968
81013|524288|1416352|1445888
81014|113664|24735|851968
81015|120320|61578|528384
81016|120320|61562|528384
81017|117760|58906|520192
81018|119808|61532|528384
81019|7680|5339|335872
81020|7680|5339|348160
81021|120320|61578|528384
81022|148992|152680|315392
81023|552960|410140|978944
81024|155648|111638|483328
81025|552448|409708|978944
81026|17416192|11440507|17420288
81027|7680|5339|339968
81028|120320|61578|528384
81029|113664|24735|851968
81030|37888|40000|81920
81031|353792|182976|626688
81032|29184|14764|221184
81033|119808|61532|528384
81034|119808|61532|528384
81035|120320|61578|528384
81036|81920|80956|122880
81037|120320|61562|528384
81038|70656|15741|151552
81039|212992|623920|643072
81040|28672|14819|8413184
81041|113664|24735|851968
81042|119808|61532|528384
81043|119808|61532|528384
81044|1298944|63785|2162688
81045|71168|16077|163840
81046|83968|21885|311296
81047|29184|14764|221184
81048|120320|61562|528384
81049|120320|61658|528384
81050|7680|5339|339968
81051|120320|61562|528384
81052|74752|44167|221184
81053|120320|61578|528384
81054|112640|15735|835584
81055|241664|163620|356352
81056|120320|61658|528384
81057|99328|8924|1265664
81058|41984|9481|385024
81059|7680|5339|339968
81060|113664|24735|851968
81061|74752|44167|221184
81062|117248|58650|520192
81063|119808|61532|528384
81064|64512|11974|339968
81065|141312|129085|917504
81066|118784|59930|520192
81067|24064|12538|241664
81068|104960|67675|180224
81069|35328|17191|233472
81070|120320|61562|528384
81071|2560|5008|86016
81072|105984|68523|180224
81073|88576|21453|180224
81074|7680|5339|339968
81075|117248|58650|520192
81076|49152|5388|69632
81077|118784|59901|532480
81078|120320|61578|528384
81079|24064|12538|241664
81080|23040|12491|2740224
81081|120320|61658|528384
81082|118272|59610|516096
81083|135168|442496|450560
81084|120320|61578|528384
81085|65024|70588|126976
81086|25600|13643|5222400
81087|118784|59802|520192
81088|119808|61532|528384
81089|120320|61658|528384
81090|119808|61532|528384
81091|117248|58650|520192
81092|120320|61658|528384
81093|37888|40000|81920
81094|120320|61562|528384
81095|64000|10482|262144
81096|119808|61532|528384
81097|11264|15032|126976
81098|46592|10927|94208
81099|118784|59930|520192
81100|118272|59370|516096
81101|117248|58650|520192
81102|70656|15741|217088
81103|119808|61532|528384
81104|120320|61578|528384
81105|37888|40000|102400
81106|1939456|1522512|2727936
81107|23552|12860|245760
81108|311296|292520|405504
81109|113664|24735|851968
81110|7680|5339|339968
81111|118272|59610|516096
81112|120320|61658|528384
81113|110080|16127|507904
81114|117760|58906|520192
81115|120320|61578|528384
81116|118272|59610|516096
81117|119808|61532|528384
81118|199168|206910|237568
81119|102400|12013|712704
81120|24064|12538|241664
81121|113664|24735|851968
81122|120320|61578|528384
81123|155648|111638|483328
81124|113664|24735|851968
81125|94208|100126|122880
81126|117760|58906|520192
81127|520192|1401936|1433600
81128|117248|58650|520192
81129|120320|61562|528384
81130|119808|60996|516096
81131|117248|58650|520192
81132|158208|63239|233472
81133|24064|12538|315392
81134|88576|21453|180224
81135|119808|61300|528384
81136|110592|10010|458752
81137|30720|14348|270336
81138|118784|59882|520192
81139|119296|60696|524288
81140|29184|14764|221184
81141|120320|61562|528384
81142|188416|4876|208896
81143|116224|57436|524288
81144|353792|182704|630784
81145|23552|12860|368640
81146|30720|14348|270336
81147|74752|44167|221184
81148|216064|139061|364544
81149|24064|12538|262144
81150|28672|14819|8708096
81151|118272|59610|516096
81152|37888|40000|90112
81153|118784|59901|532480
81154|165888|120203|352256
81155|28672|14819|8708096
81156|41984|9481|385024
81157|120320|61578|528384
81158|94720|33689|180224
81159|118784|59882|520192
81160|119808|61532|528384
81161|41984|9481|385024
81162|120320|61578|528384
81163|120320|61562|528384
81164|113152|50391|479232
81165|135168|59911|372736
81166|117248|58538|520192
81167|353792|182704|630784
81168|7680|5339|339968
81169|23040|12491|1400832
81170|118272|59370|516096
81171|111616|19956|823296
81172|24064|12538|299008
81173|116224|57436|524288
81174|119808|61532|528384
81175|88576|21453|180224
81176|114176|17389|978944
81177|7680|5339|348160
81178|118784|59882|520192
81179|120320|61562|528384
81180|120320|61578|528384
81181|113664|24735|851968
81182|120320|61578|528384
81183|36864|39128|77824
81184|7680|5339|339968
81185|121344|62797|524288
81186|40960|226320|262144
81187|120320|61578|528384
81188|7680|5339|339968
81189|120320|61562|528384
81190|28672|14819|3977216
81191|440832|324575|655360
81192|116224|57436|524288
81193|117760|58906|520192
81194|117760|58906|520192
81195|42496|50446|73728
81196|119808|61532|528384
81197|24064|12721|409600
81198|7680|5339|335872
81199|37888|39716|81920
81200|119808|61532|528384
81201|118784|60132|520192
81202|24064|12538|315392
81203|113664|24735|851968
81204|7680|5339|339968
81205|31232|5491|331776
81206|165888|120203|352256
81207|119808|61532|528384
81208|8704|4416|90112
81209|241664|163620|356352
81210|119808|61532|528384
81211|65024|70588|188416
81212|550400|407756|958464
81213|118784|59882|520192
81214|37888|40000|81920
81215|120320|61578|528384
81216|7680|5339|339968
81217|7680|5339|335872
81218|119808|61532|528384
81219|117760|58906|520192
81220|88576|21453|180224
81221|24064|12721|401408
81222|118272|59610|516096
81223|118784|59882|520192
81224|37888|40000|81920
81225|120320|61578|528384
81226|3817472|10368720|10391552
81227|24576|26280|102400
81228|74752|44167|208896
81229|25600|13643|4730880
81230|113664|24735|851968
81231|47616|49600|98304
81232|102400|12013|712704
81233|83968|21885|311296
81234|37888|40000|81920
81235|116224|57436|524288
81236|119808|61532|528384
81237|113664|24735|851968
81238|30720|14348|270336
81239|117248|58650|520192
81240|119808|61532|528384
81241|120320|61562|528384
81242|7680|5339|335872
81243|174592|117140|487424
81244|74752|44167|221184
81245|520192|1401936|1433600
81246|23040|12491|1400832
81247|33792|7099|348160
81248|45056|718398|1343488
81249|119808|60906|524288
81250|37888|40000|110592
81251|23552|12860|204800
81252|116224|57436|524288
81253|31232|5494|331776
81254|37888|40000|81920
81255|120320|61658|528384
81256|113664|24735|851968
81257|118784|59866|520192
81258|113664|24735|851968
81259|119808|61532|528384
81260|117248|58650|520192
81261|37888|40000|81920
81262|37888|40000|348160
81263|110080|44874|167936
81264|119808|61532|528384
81265|7680|5339|339968
81266|120320|61562|528384
81267|24064|12538|241664
81268|520192|1401936|1433600
81269|7680|5339|344064
81270|119808|61532|528384
81271|37888|40000|81920
81272|118784|59914|520192
81273|64000|10482|262144
81274|12288|149952|155648
81275|41984|9481|385024
81276|119808|61532|528384
81277|102400|12013|712704
81278|29184|14764|221184
81279|119808|61532|528384
81280|102400|12013|712704
81281|23552|12825|192512
81282|119808|61532|528384
81283|118784|59802|520192
81284|338432|345040|593920
81285|117248|58650|520192
81286|117760|58906|520192
81287|28672|14819|8724480
81288|120320|61578|528384
81289|47616|49600|98304
81290|118784|60132|520192
81291|116224|57436|524288
81292|99328|8924|1265664
81293|517120|510987|684032
81294|120320|61562|528384
81295|118784|59914|520192
81296|31232|5494|331776
81297|113664|24735|851968
81298|45056|7952|90112
81299|120320|61658|528384
81300|112640|15735|835584
81301|528384|1421632|1454080
81302|118784|59901|532480
81303|117760|58826|520192
81304|4096|7951|73728
81305|28672|14819|3977216
81306|120320|61578|528384
81307|116224|57436|524288
81308|88576|21453|180224
81309|24064|12538|241664
81310|241664|217736|417792
81311|30720|14348|270336
81312|112640|15735|835584
81313|315392|978240|999424
81314|552960|410140|978944
81315|71168|16077|163840
81316|118272|59610|516096
81317|276992|198209|475136
81318|28672|14819|8708096
81319|116224|57436|524288
81320|113664|24735|851968
81321|120320|61658|528384
81322|23040|12491|2740224
81323|113664|24735|851968
81324|120320|61578|528384
81325|64000|10482|253952
81326|23552|12825|192512
81327|3489792|9773584|9801728
81328|1238016|5529600|5533696
81329|37888|40000|81920
81330|161792|71224|237568
81331|120320|61658|528384
81332|120320|61562|528384
81333|111616|20004|507904
81334|64512|11974|339968
81335|83968|21885|311296
81336|118784|59786|520192
81337|24064|12538|241664
81338|524288|1416352|1445888
81339|117248|58650|520192
81340|37888|40000|81920
81341|119808|61532|528384
81342|116224|57436|524288
81343|24064|12624|299008
81344|112640|15735|835584
81345|28672|14819|8429568
81346|28672|14819|8708096
81347|37888|40000|110592
81348|120320|61578|528384
81349|112640|15735|835584
81350|119808|61300|528384
81351|119808|61532|528384
81352|47616|49600|98304
81353|30720|14348|270336
81354|102400|12013|712704
81355|118272|59610|516096
81356|47616|49600|98304
81357|117248|58650|520192
81358|25600|13643|5222400
81359|64000|10482|262144
81360|45056|143360|153600
81361|118784|59866|520192
81362|120320|61578|528384
81363|74752|44167|208896
81364|120320|61562|528384
81365|23552|12577|204800
81366|120320|61578|528384
81367|24064|12538|2842624
81368|120320|61562|528384
81369|64512|13677|339968
81370|29184|14764|221184
81371|28672|14819|8413184
81372|6144|9654|2269184
81373|29184|14764|221184
81374|37888|40000|139264
81375|117760|58906|520192
81376|74752|44167|221184
81377|7680|5339|339968
81378|153088|16517|737280
81379|23552|12825|192512
81380|119808|61532|528384
81381|119808|61316|524288
81382|82944|21101|159744
81383|118784|59914|512000
81384|49152|33880|614400
81385|120320|61562|528384
81386|75776|79716|10612736
81387|23552|12825|192512
81388|40448|42488|81920
81389|99328|8924|1265664
81390|120320|61578|528384
81391|23552|12860|294912
81392|23552|12825|192512
81393|113664|24735|851968
81394|117248|58650|520192
81395|113664|24735|851968
81396|166400|70705|241664
81397|116224|57436|524288
81398|3436544|16773840|16797696
81399|7680|5339|339968
81400|119808|61204|524288
81401|116224|57436|524288
81402|512|4096|1716224
81403|120320|61578|528384
81404|30720|14348|270336
81405|114688|17531|516096
81406|2560|4618|155648
81407|113664|24735|851968
81408|37888|40000|81920
81409|120320|61578|528384
81410|110592|9968|458752
81411|37888|40000|81920
81412|113664|24735|851968
81413|118784|59802|540672
81414|118272|59610|516096
81415|7680|5339|335872
81416|37888|40000|81920
81417|119808|61532|528384
81418|113664|24735|851968
81419|116224|57436|524288
81420|117760|58906|520192
81421|119808|61532|528384
81422|119808|61532|528384
81423|120320|61658|528384
81424|117248|58650|520192
81425|20480|7581|73728
81426|120320|61562|528384
81427|117248|58650|520192
81428|24064|12538|262144
81429|119808|61532|528384
81430|172032|3628544|3637248
81431|117760|58906|520192
81432|120320|61578|528384
81433|118784|59802|520192
81434|29184|14764|221184
81435|102400|12013|712704
81436|23552|12825|192512
81437|120320|61578|528384
81438|23552|12860|196608
81439|120320|61658|528384
81440|47616|49600|98304
81441|23040|12491|2740224
81442|41984|9481|385024
81443|120320|61578|528384
81444|120320|61562|528384
81445|118784|59802|520192
81446|120320|61578|528384
81447|120320|61562|528384
81448|30720|14348|270336
81449|120320|61562|528384
81450|24064|12538|602112
81451|117760|58906|520192
81452|119808|61532|528384
81453|74752|44167|208896
81454|119808|61532|528384
81455|37888|40000|81920
81456|264704|4096|397312
81457|120320|61658|528384
81458|117248|58650|520192
81459|120320|61658|528384
81460|111616|19956|872448
81461|30720|14348|270336
81462|410624|229637|1736704
81463|65024|70588|126976
81464|119808|61532|528384
81465|24064|12538|241664
81466|102400|12013|712704
81467|120320|61562|528384
81468|5632|134223280|671088640
81469|29184|14764|221184
81470|86016|102656|110592
81471|102400|12013|712704
81472|24064|12538|241664
81473|37888|40000|81920
81474|120320|61658|528384
81475|119808|61532|528384
81476|119808|61532|528384
81477|28672|14819|8691712
81478|7680|5339|327680
81479|120320|61578|528384
81480|120320|61562|528384
81481|189440|4544|266240
81482|120320|61562|528384
81483|120320|61658|528384
81484|117248|58650|520192
81485|131584|88427|217088
81486|37888|40000|81920
81487|102400|12013|712704
81488|119808|61532|528384
81489|117760|58906|520192
81490|24064|12538|634880
81491|105472|67963|180224
81492|188416|372737|385024
81493|113664|24735|851968
81494|29184|14764|221184
81495|118272|59370|516096
81496|112640|15735|835584
81497|119808|61532|528384
81498|65024|70588|126976
81499|64000|10482|262144
81500|37888|40000|81920
81501|74752|44167|208896
81502|17408|17808|53248
81503|37888|40000|81920
81504|118784|59914|520192
81505|102400|12013|712704
81506|30720|14348|270336
81507|546816|404876|954368
81508|7680|5339|335872
81509|117248|58650|520192
81510|39424|16342|602112
81511|35328|31539|507904
81512|2560|4128|32768
81513|42496|50222|73728
81514|7680|5339|348160
81515|120320|61562|528384
81516|119808|61532|528384
81517|25088|5961|344064
81518|83968|21885|311296
81519|37888|40000|258048
81520|113664|24735|851968
81521|23552|12825|192512
81522|117248|58650|520192
81523|119808|61532|528384
81524|47616|49600|98304
81525|29184|14764|221184
81526|7680|5339|335872
81527|7680|5339|339968
81528|23040|12491|241664
81529|133632|90315|217088
81530|39424|16342|602112
81531|120320|61578|528384
